title,price,location,url,description
New Bebe Tygra-8s 128 GB Gray,"KSh 6,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/tablets/new-bebe-tygra-8s-128-gb-gray-oK0CSo0jwaUaFXgztf73JYbI.html?page=50&pos=20&cur_pos=20&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=19,"Verified IDKSh 6,999New Bebe Tygra-8s 128 GB GrayBebe tab tygra 8s kids tablet
4gb/128gbBrand NewNairobi, Nairobi Central"
Bebe tab tygra 8s kids tablet,,"Nairobi, Nairobi Central",,"Bebe tab tygra 8s kids tablet
4gb/128gbBrand NewNairobi, Nairobi Central"
New Lenovo Tab M8 (HD) 32 GB Black,"KSh 19,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/tablets/new-lenovo-tab-m8-hd-32-gb-black-BXZW38MF2haMW5tVBzTSHreC.html?page=50&pos=23&cur_pos=23&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=22,"DIAMONDKSh 19,500New Lenovo Tab M8 (HD) 32 GB BlackLenovo tab 
tb-3g+32ggr-ae
8inches
android version
brand newBrand NewNairobi, Nairobi Central"
Lenovo tab,,"Nairobi, Nairobi Central",,"Lenovo tab 
tb-3g+32ggr-ae
8inches
android version
brand newBrand NewNairobi, Nairobi Central"
Ugreen Nexode Pro 3-Port Gan Fast Charger 65w,"KSh 6,599","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/ugreen-nexode-pro-3-port-gan-fast-charger-65w-i0HmDUHe9yOdFTOmf0AQGRtJ.html?page=50&pos=3&cur_pos=3&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=2,"KSh 6,599Ugreen Nexode Pro 3-Port Gan Fast Charger 65wTotal output: up to 65w
ports:
2 × usb-c (pd3.0, pps, qc4+)
1 × usb-a (qc3.0, scp, fcp,...Brand NewNairobi, Nairobi Central"
Total output: up to 65w,,"Nairobi, Nairobi Central",,"Total output: up to 65w
ports:
2 × usb-c (pd3.0, pps, qc4+)
1 × usb-a (qc3.0, scp, fcp,...Brand NewNairobi, Nairobi Central"
Smart Watch Android Men Women Bluetooth Smartwatch Waterproo,"KSh 5,999","Nairobi, South B",https://jiji.co.ke/south-b/smart-watches/smart-watch-android-men-women-bluetooth-smartwatch-waterproo-cSfUFcnvjSrZEu45jWNCoaaG.html?page=50&pos=6&cur_pos=6&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=5,"Verified IDKSh 5,999Smart Watch Android Men Women Bluetooth Smartwatch WaterprooSmart Watch Android Men Women Bluetooth Smartwatch Waterproof
screen size: 1.96 inches (hypotenuse...Brand NewNairobi, S"
Smart Watch Android Men Women Bluetooth Smartwatch Waterproof,,"Nairobi, South B",,"Smart Watch Android Men Women Bluetooth Smartwatch Waterproof
screen size: 1.96 inches (hypotenuse...Brand NewNairobi, South B"
"Nairobi, South B",,"Nairobi, South B",,"Nairobi, South B"
Apple iPad 9.7 16 GB Gray,"KSh 12,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/tablets/apple-ipad-9-7-16-gb-gray-wrb6NESou6iNFRDfH3aWlWKn.html?page=50&pos=9&cur_pos=9&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=8,"DIAMONDKSh 12,500Apple iPad 9.7 16 GB GrayA1395 tablet
16gb 
10 inchesRefurbishedNairobi, Nairobi Central"
A1395 tablet,,"Nairobi, Nairobi Central",,"A1395 tablet
16gb 
10 inchesRefurbishedNairobi, Nairobi Central"
Hikvision Micro SD Card 64gb,"KSh 1,500","Mombasa, Nyali",https://jiji.co.ke/nyali/cell-phones-tablets-accessories/hikvision-micro-sd-card-64gb-ug9mfZZ6t780XO2DGCUhephA.html?page=50&pos=12&cur_pos=12&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=11,"KSh 1,500Hikvision Micro SD Card 64gbHikvision micro SD card 64gbBrand NewMombasa, Nyali"
"Hikvision micro SD card 64gbBrand NewMombasa, Nyali",,"Mombasa, Nyali",,"Hikvision micro SD card 64gbBrand NewMombasa, Nyali"
Oraimo Traveler 12 20000mah 12w Power Bank,"KSh 1,699","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/oraimo-traveler-12-20000mah-12w-power-bank-kHTemvVpB37cFieUhpJb8dRv.html?page=50&pos=15&cur_pos=15&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=14,"KSh 1,699Oraimo Traveler 12 20000mah 12w Power BankCapacity: 20000mah(74wh)
input 1 (type-c): 5v 2.4a
input 2 (micro usb): 5v 2a
output 1/output...Brand NewNairobi, Nairobi Central"
Samsung Galaxy Phone Charger Travel Adapter,KSh 499,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/samsung-galaxy-phone-charger-travel-adapter-zX88fP8oUKSWu5TiHihI7FeF.html?page=50&pos=18&cur_pos=18&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=17,"Verified IDKSh 499Samsung Galaxy Phone Charger Travel AdapterSamsung Galaxy S10 Travel Adapters
All computer and laptop accesories, laptop battery, chargers,...Bulk pricesBrand NewNairobi, Nairobi Cen"
Samsung Galaxy S10 Travel Adapters,,"Nairobi, Nairobi Central",,"Samsung Galaxy S10 Travel Adapters
All computer and laptop accesories, laptop battery, chargers,...Bulk pricesBrand NewNairobi, Nairobi Central"
Samsung Charger.45 Watts Fast Charger.Original,"KSh 1,200","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/samsung-charger-45-watts-fast-charger-original-ik3q35tRS7Bxb0lvMhMO1c9o.html?page=50&pos=21&cur_pos=21&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=20,"Verified IDKSh 1,200Samsung Charger.45 Watts Fast Charger.OriginalTechnical Specifications
Input Voltage: 100–240V AC, 50–60Hz
Output Voltage & Current:
Standard...Brand NewNairobi, Nairobi Central"
Panasonic CR 123A 3v Lithium,KSh 500,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/panasonic-cr-123a-3v-lithium-nux6NnIJ9yDjDzQPhTVTY2Ya.html?page=50&pos=24&cur_pos=24&ads_per_page=24&ads_count=24357&lid=TlLMCkYwn4o9j9G6&indexPosition=23,"Verified IDKSh 500Panasonic CR 123A 3v Lithium-Number of Batteries1 CR123A batteries required. (included)
-BrandPanasonic
-Battery Cell...Brand NewNairobi, Nairobi Central"
-Number of Batteries1 CR123A batteries required. (included),,"Nairobi, Nairobi Central",,"-Number of Batteries1 CR123A batteries required. (included)
-BrandPanasonic
-Battery Cell...Brand NewNairobi, Nairobi Central"
Bluetooth Health Pedometer Watch Cliptec,"KSh 11,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/smart-watches/bluetooth-health-pedometer-watch-cliptec-8JlW2lPUXhLMMlpRNjcsRzGP.html?page=51&pos=1&cur_pos=1&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=0,"Sort by:SortVerified IDKSh 11,000Bluetooth Health Pedometer Watch CliptecCLIP2FIT BLUETOOTH HEALTH PEDOMETER WATCH CLIPTEC
A Fit and Better You! This is CLiPtec's vision...Brand NewNairobi, Nairobi Ce"
CLIP2FIT BLUETOOTH HEALTH PEDOMETER WATCH CLIPTEC,,"Nairobi, Nairobi Central",,"CLIP2FIT BLUETOOTH HEALTH PEDOMETER WATCH CLIPTEC
A Fit and Better You! This is CLiPtec's vision...Brand NewNairobi, Nairobi Central"
"Lenovo tab M9 android tabletBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Lenovo tab M9 android tabletBrand NewNairobi, Nairobi Central"
Lenovo tab M9 android tablet,,,,Lenovo tab M9 android tablet
Hiksemi 128gb Mem,"KSh 1,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/hiksemi-128gb-mem-8hc9Or52JSP8qf2dfSfOxKWI.html?page=51&pos=7&cur_pos=7&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=6,"KSh 1,500Hiksemi 128gb MemHigh Performance/Cost Ratio
High Compatibility
Ultra-Strong AdaptabilityBrand NewNairobi, Nairobi Central"
High Performance/Cost Ratio,,"Nairobi, Nairobi Central",,"High Performance/Cost Ratio
High Compatibility
Ultra-Strong AdaptabilityBrand NewNairobi, Nairobi Central"
Car and Phone Holder,KSh 700,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/car-and-phone-holder-r39LcEb0MhUSXQGsffJN0PMb.html?page=51&pos=10&cur_pos=10&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=9,"KSh 700Car and Phone HolderCar holder, also known as a car mount or phone holder, is a device designed to securely hold a...Brand NewNairobi, Nairobi Central"
"Car holder, also known as a car mount or phone holder, is a device designed to securely hold a...Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Car holder, also known as a car mount or phone holder, is a device designed to securely hold a...Brand NewNairobi, Nairobi Central"
"Car holder, also known as a car mount or phone holder, is a device designed to securely hold a...",,,,"Car holder, also known as a car mount or phone holder, is a device designed to securely hold a..."
New Itel A70 256 GB Black,"KSh 10,450","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/mobile-phones/new-itel-a70-256-gb-black-kLIoyqY9Paw3vwdQlGHrbMjS.html?page=51&pos=16&cur_pos=16&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=15,"Verified IDDIAMONDKSh 10,450New Itel A70 256 GB BlackDisplay: 6.6 HD+ Water drop Fullscreen
Dual Sim; 4G
Memory: 256GB + 4GB RAM
Rear Camera:...Brand NewNairobi, Nairobi Central"
"KSh 10,450","KSh 10,450",,,"KSh 10,450"
Display: 6.6 HD+ Water drop Fullscreen,,"Nairobi, Nairobi Central",,"Display: 6.6 HD+ Water drop Fullscreen
Dual Sim; 4G
Memory: 256GB + 4GB RAM
Rear Camera:...Brand NewNairobi, Nairobi Central"
Portable Powerbank Station Solar Power Lithium,"KSh 27,799","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/portable-powerbank-station-solar-power-lithium-8XsUnCKvZyh8hYkm6o8JbbY1.html?page=51&pos=19&cur_pos=19&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=18,"Verified IDKSh 27,799Portable Powerbank Station Solar Power LithiumPortable Powerbank Station Solar Power Lithium 3 In 1 Inverter+Battery+Solar Controller Output 200W...Brand NewNairobi, Nairobi Centr"
"KSh 27,799","KSh 27,799",,,"KSh 27,799"
"Portable Powerbank Station Solar Power Lithium 3 In 1 Inverter+Battery+Solar Controller Output 200W...Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Portable Powerbank Station Solar Power Lithium 3 In 1 Inverter+Battery+Solar Controller Output 200W...Brand NewNairobi, Nairobi Central"
Portable Powerbank Station Solar Power Lithium 3 In 1 Inverter+Battery+Solar Controller Output 200W...,,,,Portable Powerbank Station Solar Power Lithium 3 In 1 Inverter+Battery+Solar Controller Output 200W...
Infinix Hot 10 Play X688 LCD Screen Replacement,"KSh 2,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/infinix-hot-10-play-x688-lcd-screen-replacement-mn9BgPvizz2xhELsS0tyojr4.html?page=51&pos=22&cur_pos=22&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=21,"Verified IDKSh 2,500Infinix Hot 10 Play X688 LCD Screen ReplacementInfinix hot 10 play x688 lcd screen replacementBrand NewNairobi, Nairobi Central"
"Infinix hot 10 play x688 lcd screen replacementBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Infinix hot 10 play x688 lcd screen replacementBrand NewNairobi, Nairobi Central"
New Modio M96 512 GB Blue,"KSh 11,400","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/tablets/new-modio-m96-512-gb-blue-moiylQWvSB92soYt2SDTuk02.html?page=51&pos=2&cur_pos=2&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=1,"Verified IDKSh 11,400New Modio M96 512 GB BlueModio M91 5G Tablet – Performance & Portability
The Modio M91 5G Tablet is a high-performance device...Brand NewNairobi, Nairobi Central"
"KSh 11,400","KSh 11,400",,,"KSh 11,400"
Modio M91 5G Tablet – Performance & Portability,,"Nairobi, Nairobi Central",,"Modio M91 5G Tablet – Performance & Portability
The Modio M91 5G Tablet is a high-performance device...Brand NewNairobi, Nairobi Central"
"Promate 20000mah Solar Power Bank With 20w Power Delivery, 3","KSh 12,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/promate-20000mah-solar-power-bank-with-20w-power-delivery-3-oGqRLL8aJAQnHMq8167ePb3s.html?page=51&pos=5&cur_pos=5&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=4,"KSh 12,999Promate 20000mah Solar Power Bank With 20w Power Delivery, 3Promate 20000mAh Solar Power Bank with 20W Power Delivery, 3 USB-A Ports,10W Wireless Charging and...Brand NewNairobi, Nairobi Cen"
Apple iPad Pro 1 TB Gray,"KSh 95,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/tablets/apple-ipad-pro-1-tb-gray-nHv7Tuq8QJ7GPz7vgz3ldALg.html?page=51&pos=8&cur_pos=8&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=7,"Verified IDENTERPRISEKSh 95,000Apple iPad Pro 1 TB GrayIPad Pro 11 2022 features and specifications
RAM: 12 GB
Internal Storage: 1tb GB
Battery: 7538...UsedNairobi, Nairobi Central"
IPad Pro 11 2022 features and specifications,,"Nairobi, Nairobi Central",,"IPad Pro 11 2022 features and specifications
RAM: 12 GB
Internal Storage: 1tb GB
Battery: 7538...UsedNairobi, Nairobi Central"
Powerbank 30000mah,"KSh 3,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/powerbank-30000mah-geWSeQY94KDBZPtosxraEuRX.html?page=51&pos=11&cur_pos=11&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=10,"KSh 3,500Powerbank 30000mahGood quality 
3 cable inputs
Type c
Iphone
AndroidBrand NewNairobi, Nairobi Central"
Surface Mount 5v/4.8a Dual USB Charger,"KSh 2,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/surface-mount-5v-4-8a-dual-usb-charger-pDqG0ks9VFGvxMd5dPBJEs0D.html?page=51&pos=14&cur_pos=14&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=13,"Verified IDKSh 2,000Surface Mount 5v/4.8a Dual USB ChargerIntroducing our Surface Mount Dual USB Charger, the ultimate power companion for all your vehicle...Brand NewNairobi, Nairobi Central"
"Introducing our Surface Mount Dual USB Charger, the ultimate power companion for all your vehicle...Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Introducing our Surface Mount Dual USB Charger, the ultimate power companion for all your vehicle...Brand NewNairobi, Nairobi Central"
"Introducing our Surface Mount Dual USB Charger, the ultimate power companion for all your vehicle...",,,,"Introducing our Surface Mount Dual USB Charger, the ultimate power companion for all your vehicle..."
Apple iPhone 12 Pro Max 256 GB Silver,"KSh 79,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/mobile-phones/apple-iphone-12-pro-max-256-gb-silver-Cd4f7HzbORWuDbUpj9NVkygN.html?page=51&pos=17&cur_pos=17&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=16,"KSh 79,999Apple iPhone 12 Pro Max 256 GB SilverSlightly used ex uk iphones in good cinditionsUsed12 GBNairobi, Nairobi Central"
"Slightly used ex uk iphones in good cinditionsUsed12 GBNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Slightly used ex uk iphones in good cinditionsUsed12 GBNairobi, Nairobi Central"
Slightly used ex uk iphones in good cinditions,,,,Slightly used ex uk iphones in good cinditions
Used12 GB,,,,Used12 GB
Desktop Stand for Your Phone,KSh 999,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/desktop-stand-for-your-phone-kqqFzRFRP5T1Nk1UA1tkMfk4.html?page=51&pos=20&cur_pos=20&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=19,"Verified IDKSh 999Desktop Stand for Your PhoneAdjustable desktop phone holderBrand NewNairobi, Nairobi Central"
"Adjustable desktop phone holderBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Adjustable desktop phone holderBrand NewNairobi, Nairobi Central"
Adjustable desktop phone holder,,,,Adjustable desktop phone holder
Tecno Phantom X Ac8 Amoled Screen Replacement,"KSh 10,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/tecno-phantom-x-ac8-amoled-screen-replacement-iegXG1g2o2rMz3pSAfNHEncP.html?page=51&pos=23&cur_pos=23&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=22,"Verified IDKSh 10,000Tecno Phantom X Ac8 Amoled Screen ReplacementTecno phantom x Ac8 amoled screen replacementBrand NewNairobi, Nairobi Central"
"Tecno phantom x Ac8 amoled screen replacementBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Tecno phantom x Ac8 amoled screen replacementBrand NewNairobi, Nairobi Central"
Oraimo Traveler 4 Pro 20000mah 20W Power Bank,"KSh 2,499","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/oraimo-traveler-4-pro-20000mah-20w-power-bank-zoveC4DaS0SNQ4WuUxeYaU2y.html?page=51&pos=3&cur_pos=3&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=2,"KSh 2,499Oraimo Traveler 4 Pro 20000mah 20W Power BankCapacity: 20000mah (74wh)
input(micro usb): 5v 2a,9v 2a
input(type-c): 5v 3a,9v 2a
output(type-c):...Brand NewNairobi, Nairobi Central"
Magnetic Wireless Charger,"KSh 2,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/magnetic-wireless-charger-fXvn2QkgR7vwbf5M0wYHPjSu.html?page=51&pos=6&cur_pos=6&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=5,"Verified IDKSh 2,999Magnetic Wireless ChargerHavit PB5203 10,000mAh 20W magnetic wireless charging power banks available in black and silver
Ksh...Brand NewNairobi, Nairobi Central"
"Havit PB5203 10,000mAh 20W magnetic wireless charging power banks available in black and silver",,"Nairobi, Nairobi Central",,"Havit PB5203 10,000mAh 20W magnetic wireless charging power banks available in black and silver
Ksh...Brand NewNairobi, Nairobi Central"
iPhone 14 Pro Max Complete Charger! C to Lightning 25w,"KSh 1,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/iphone-14-pro-max-complete-charger-c-to-lightning-25w-uLlUpge9TvvexWnKZUBlwj14.html?page=51&pos=9&cur_pos=9&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=8,"KSh 1,500iPhone 14 Pro Max Complete Charger! C to Lightning 25wIPhone 14 Pro Max Complete Charger! C to Lightning 25wBrand NewNairobi, Nairobi Central"
"IPhone 14 Pro Max Complete Charger! C to Lightning 25wBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"IPhone 14 Pro Max Complete Charger! C to Lightning 25wBrand NewNairobi, Nairobi Central"
Jakemy Screw Driver/Toolkit,"KSh 3,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/jakemy-screw-driver-toolkit-pVWtifGxAN7cTBQjpUCHOn6B.html?page=51&pos=12&cur_pos=12&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=11,"KSh 3,000Jakemy Screw Driver/ToolkitJakemy screw 
all in one screw driver
twizers
sucker
cutterBrand NewNairobi, Nairobi Central"
Jakemy screw,,"Nairobi, Nairobi Central",,"Jakemy screw 
all in one screw driver
twizers
sucker
cutterBrand NewNairobi, Nairobi Central"
Waterproof Phone Protector,KSh 500,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/waterproof-phone-protector-fcsHk24p3fZd1qELZ8kl8H8F.html?page=51&pos=15&cur_pos=15&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=14,"Verified IDKSh 500Waterproof Phone ProtectorHigh quality waterproof phone pouchesBrand NewNairobi, Nairobi Central"
"High quality waterproof phone pouchesBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"High quality waterproof phone pouchesBrand NewNairobi, Nairobi Central"
High quality waterproof phone pouches,,,,High quality waterproof phone pouches
Smart Watch/Full Screen Smart Watch,"KSh 1,899","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cell-phones-tablets-accessories/smart-watch-full-screen-smart-watch-zKOKW3gym5hykURRGmU826Qt.html?page=51&pos=18&cur_pos=18&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=17,"KSh 1,899Smart Watch/Full Screen Smart WatchSmart watch/full screen smart watchBrand NewNairobi, Nairobi Central"
"Smart watch/full screen smart watchBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Smart watch/full screen smart watchBrand NewNairobi, Nairobi Central"
New Modio M34 512 GB Green,"KSh 12,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/tablets/new-modio-m34-512-gb-green-wmEXZgQ8jxfrCbVal8lfnJa4.html?page=51&pos=21&cur_pos=21&ads_per_page=24&ads_count=24357&lid=5VaeBZyUfhSO1Lue&indexPosition=20,"Verified IDKSh 12,500New Modio M34 512 GB GreenModio M36 Tablet
8gb/512
10 inch
Keyboard 
Dual simcard
 12500Brand NewNairobi, Nairobi Central"
Modio M36 Tablet,,"Nairobi, Nairobi Central",,"Modio M36 Tablet
8gb/512
10 inch
Keyboard 
Dual simcard
 12500Brand NewNairobi, Nairobi Central"
